result,home_elo,away_elo,home_recent_goals_scored_home,home_recent_goals_scored_away,home_recent_goals_conceded_home,home_recent_goals_conceded_away,home_recent_home_games_won,home_recent_home_games_lost,home_recent_away_games_won,home_recent_away_games_lost,away_recent_goals_scored_home,away_recent_goals_scored_away,away_recent_goals_conceded_home,away_recent_goals_conceded_away,away_recent_home_games_won,away_recent_home_games_lost,away_recent_away_games_won,away_recent_away_games_lost
D,1869.92553711,1678.43139648,12,6,9,3,3,2,2,3,5,3,11,5,2,3,1,4
D,1801.52697754,1603.15124512,4,6,3,2,1,4,3,2,7,9,9,12,1,4,0,5
H,1932.21044922,1602.203125,7,11,8,1,2,2,5,1,5,5,13,6,0,6,2,2
D,1678.20068359,1685.70593262,10,4,8,12,3,2,2,3,5,5,9,9,1,4,1,4
D,1650.25793457,1896.9888916,6,8,8,8,2,3,3,2,19,11,4,6,6,0,2,2
D,1835.46264648,1588.62329102,10,13,3,6,4,1,4,1,10,3,8,14,2,3,0,5
A,1599.66149902,1809.19311523,13,7,9,12,3,2,0,5,10,11,2,7,4,1,3,2
D,1610.77490234,1567.3572998,5,5,2,10,2,2,0,6,7,5,10,8,1,5,1,3
H,1795.15209961,1711.15136719,4,6,3,2,1,4,3,2,5,9,7,9,2,3,2,3
H,1828.31921387,1570.36621094,9,13,3,6,3,2,4,1,6,6,9,9,1,4,1,4
D,1592.15930176,1595.76672363,6,4,8,11,1,4,1,4,10,4,8,13,2,3,0,5
A,1863.66967773,1687.30566406,10,6,9,3,2,3,2,3,5,4,9,5,1,4,1,4
A,1935.00268555,1609.52600098,12,10,8,0,3,2,5,0,7,9,9,12,1,4,0,5
D,1593.50366211,1684.68725586,10,7,10,12,2,3,0,5,5,4,11,4,2,3,1,4
D,1676.60095215,1599.41088867,8,4,8,12,2,3,2,3,4,5,10,11,0,5,2,3
D,1607.76599121,1815.35095215,6,4,3,7,2,3,0,5,10,11,2,5,4,1,4,1
A,1655.09020996,1727.40759277,4,8,8,8,1,4,3,2,4,7,4,5,2,3,2,3
A,1706.88696289,1611.70581055,4,7,7,6,1,3,2,4,7,2,4,5,2,4,0,4
A,1625.05297852,1672.77478027,6,12,7,14,1,3,1,5,10,3,10,9,2,4,2,2
H,1683.87414551,1830.17126465,4,5,8,5,2,2,1,5,7,13,2,6,3,2,4,1
A,1568.51428223,1594.31665039,5,6,9,10,0,4,1,5,11,6,11,11,2,4,0,4
A,1597.45617676,1844.08837891,8,5,6,14,2,2,0,6,11,6,12,2,2,4,2,2
H,1879.65026855,1801.74694824,15,5,3,6,5,0,1,4,6,6,3,2,2,3,3,2
H,1811.41113281,1647.38903809,10,10,2,5,4,1,3,2,4,6,9,7,1,5,2,2
A,1735.10888672,1590.46984863,4,5,4,4,2,3,2,3,7,4,7,11,1,4,1,4
H,1704.55651855,1919.47570801,4,10,7,12,1,3,2,4,13,10,5,0,3,2,5,0
H,1814.4786377,1722.0736084,8,10,1,5,4,1,3,2,5,5,5,4,2,3,2,3
D,1689.76013184,1715.8170166,4,5,9,4,1,4,2,3,5,4,5,4,2,3,2,3
H,1616.6427002,1694.08374023,7,9,9,11,1,4,1,4,6,3,9,5,3,2,0,5
D,1793.51135254,1681.18493652,6,4,3,5,2,3,2,3,9,5,7,10,2,3,3,2
H,1899.20654297,1603.50500488,13,9,5,3,3,2,4,1,7,5,7,9,1,4,2,3
D,1820.73535156,1593.73413086,10,7,1,4,5,1,2,2,9,4,8,11,2,3,0,5
A,1644.32141113,1603.20458984,4,6,7,8,1,4,2,3,8,8,8,12,2,3,1,4
H,1724.82568359,1559.62634277,7,7,7,11,2,3,1,4,6,5,11,7,0,5,1,4
H,1628.8326416,1819.96166992,4,4,3,5,1,4,1,4,7,9,2,5,3,2,3,2
A,1588.85241699,1887.88586426,5,7,12,12,0,5,2,3,15,5,2,6,5,0,1,4
H,1600.98303223,1788.79260254,2,5,7,12,0,4,2,4,6,4,3,5,2,3,2,3
D,1716.95397949,1628.4185791,3,5,4,5,1,3,2,4,10,9,9,11,2,3,1,4
H,1682.30786133,1727.97375488,5,4,6,8,3,1,0,6,6,7,6,11,2,3,1,4
D,1613.7767334,1850.69934082,8,8,8,10,2,3,2,3,9,7,7,3,3,3,2,2
H,1556.47827148,1586.04382324,4,5,8,8,0,4,1,5,5,6,13,9,0,6,2,2
A,1685.90368652,1633.74926758,9,5,7,5,2,3,3,2,5,6,9,5,1,5,2,2
A,1600.60571289,1688.62329102,6,5,7,12,1,3,0,6,2,5,8,4,0,5,2,3
A,1808.60668945,1901.72851562,4,11,2,8,2,2,3,3,15,9,5,3,3,2,4,1
H,1890.69445801,1813.86376953,15,3,2,4,5,0,1,4,9,7,2,4,4,2,2,2
H,1712.85400391,1895.36657715,4,3,5,5,1,4,1,4,15,3,3,4,5,0,1,4
H,1908.91345215,1674.90917969,15,10,5,4,3,2,4,1,8,5,6,5,2,3,3,2
D,1631.82922363,1846.06921387,7,4,4,7,2,3,1,4,8,7,5,3,3,2,2,3
H,1809.19152832,1575.84204102,9,6,2,6,4,2,1,3,2,7,10,12,0,5,2,3
A,1593.24780273,1772.86828613,8,4,10,10,1,4,0,5,6,3,3,7,2,3,1,4
D,1695.98120117,1566.68017578,2,8,8,4,0,5,3,2,7,2,9,6,1,4,0,5
A,1632.51855469,1714.7286377,10,7,9,9,2,3,1,4,6,8,6,13,2,3,1,4
D,1616.90734863,1801.42163086,5,4,8,10,1,4,2,3,5,9,4,7,2,3,2,3
D,1695.55297852,1644.74377441,10,4,8,8,4,1,0,5,3,8,8,6,0,5,3,2
H,1798.07080078,1622.12219238,4,9,3,7,2,2,2,4,10,6,11,6,2,4,1,3
H,1884.26086426,1692.37878418,15,2,3,4,5,0,1,4,11,3,9,7,4,2,0,4
H,1609.71496582,1620.25817871,5,8,5,13,1,3,2,4,5,4,6,10,1,4,2,3
A,1571.72033691,1584.24475098,7,3,9,6,1,4,0,5,8,4,13,7,1,5,0,4
A,1647.91796875,1635.91931152,2,9,5,7,0,4,3,3,8,4,5,7,2,3,1,4
D,1572.8572998,1723.95983887,2,6,10,14,0,5,1,4,5,3,4,5,2,3,1,4
D,1841.97900391,1911.93994141,5,8,5,4,2,2,2,4,16,10,4,4,4,1,4,1
H,1725.125,1690.94091797,6,9,6,12,2,3,2,3,4,8,10,4,0,6,3,1
D,1781.87133789,1812.17626953,5,6,2,7,2,2,2,4,9,6,3,6,4,2,1,3
H,1615.13256836,1562.41699219,6,7,9,13,1,4,1,4,7,3,10,6,1,4,0,5
A,1610.89038086,1575.34570312,5,4,6,9,1,4,2,3,3,6,7,14,0,5,1,4
H,1721.47143555,1842.265625,5,4,4,5,2,3,1,4,8,5,8,4,2,3,1,4
H,1687.70703125,1662.5723877,10,3,9,10,3,2,0,5,5,4,6,7,1,4,2,3
H,1911.65332031,1781.0057373,16,12,4,7,4,1,3,2,5,6,2,6,2,3,2,3
A,1645.93334961,1619.08276367,8,4,5,4,2,3,2,3,7,7,5,8,2,3,2,3
H,1813.04174805,1730.84619141,9,5,3,4,4,2,1,3,8,9,4,12,3,2,2,3
A,1685.21972656,1888.93261719,4,9,9,6,0,5,3,2,13,2,2,4,5,0,1,4
A,1593.5480957,1637.90405273,6,6,12,8,0,5,1,4,3,8,7,6,0,5,3,2
H,1813.48242188,1597.08666992,6,5,7,6,1,3,1,5,5,4,6,9,1,4,2,3
H,1913.30029297,1616.9798584,13,2,2,2,5,0,2,3,9,6,11,11,2,4,1,3
D,1717.05932617,1573.36132812,8,7,4,13,3,2,2,3,7,5,17,4,0,6,1,3
A,1553.73925781,1690.37585449,7,5,10,8,1,4,0,5,12,3,10,8,4,2,0,4
D,1582.31884766,1677.27209473,3,6,7,14,0,5,1,4,4,7,10,5,0,6,2,2
H,1788.64135742,1819.99816895,10,7,4,8,2,2,2,4,13,5,3,4,4,2,1,3
A,1625.96313477,1915.07348633,3,10,3,10,1,3,3,3,14,12,4,7,4,1,3,2
H,1646.67480469,1632.22253418,3,5,5,9,0,4,2,4,8,4,8,4,1,4,2,3
D,1614.47839355,1676.36376953,8,6,9,14,2,3,1,4,4,7,8,5,0,5,2,3
A,1773.83850098,1801.02416992,4,7,2,8,1,3,2,4,15,7,6,7,3,2,2,3
H,1915.80163574,1593.09020996,15,2,2,2,5,0,2,3,5,4,6,10,1,4,2,3
D,1547.49780273,1731.81433105,7,5,9,8,1,4,0,5,6,4,3,5,3,2,1,4
H,1655.69104004,1623.09729004,5,3,5,8,1,4,1,4,4,9,5,9,1,4,3,2
H,1665.63464355,1817.47888184,6,11,5,6,1,4,3,2,9,4,7,5,2,3,1,4
A,1583.22729492,1623.20629883,2,6,6,14,0,5,1,4,8,4,8,6,1,4,2,3
H,1696.61730957,1578.7019043,10,4,10,8,3,2,1,4,6,7,15,6,0,5,1,4
A,1807.61523438,1917.93945312,12,7,2,9,4,1,1,4,14,12,4,8,4,1,3,2
H,1672.69433594,1701.73754883,3,8,6,6,0,4,2,4,15,4,5,8,4,1,1,4
H,1587.6237793,1547.24230957,5,2,6,11,1,4,1,4,6,5,7,8,1,4,0,5
H,1803.6550293,1657.8092041,9,3,7,5,2,3,1,4,6,3,5,5,2,4,1,3
H,1724.76171875,1794.50537109,5,5,3,6,2,2,1,5,13,5,5,9,4,2,0,4
A,1566.27368164,1610.83984375,4,7,13,11,0,4,1,5,8,6,8,14,2,3,1,4
H,1909.1829834,1672.1505127,14,10,4,9,4,1,3,2,7,8,5,4,2,4,2,2
D,1613.67089844,1567.40148926,4,7,5,8,1,4,3,2,2,6,8,14,0,5,1,4
H,1631.72399902,1907.47424316,8,6,8,5,1,4,3,2,14,2,2,2,5,0,2,3
H,1814.88110352,1705.21459961,15,7,6,7,3,2,2,3,9,7,4,13,3,2,2,3
H,1752.31201172,1733.10839844,5,5,4,9,1,4,1,4,6,4,3,5,3,2,1,4
A,1694.52783203,1644.96264648,15,3,5,8,4,1,1,4,8,6,7,5,2,3,3,2
D,1570.50134277,1669.34179688,2,7,8,10,0,5,1,4,7,8,5,6,2,3,2,3
H,1701.37646484,1610.70117188,9,6,4,15,3,2,1,4,5,7,4,8,1,4,3,2
A,1554.74645996,1901.30163574,4,6,15,10,0,5,1,4,11,10,4,9,4,1,3,2
A,1722.36437988,1818.84936523,6,3,3,8,3,2,0,5,16,7,6,7,4,1,2,3
H,1885.74401855,1826.82836914,14,2,2,3,5,0,2,3,9,3,6,5,3,2,1,4
H,1541.66296387,1763.18615723,6,5,7,9,1,4,0,5,7,5,3,9,2,3,1,4
D,1786.22375488,1654.35266113,13,4,5,9,4,2,0,4,6,3,5,6,2,3,1,4
H,1825.89807129,1680.03417969,15,8,6,7,3,1,3,3,4,8,6,6,1,4,2,3
H,1593.33337402,1633.66003418,7,2,5,11,2,3,1,4,10,4,8,11,3,3,1,3
D,1821.68591309,1781.17834473,8,4,3,7,3,1,1,5,13,4,6,9,3,3,0,4
A,1750.95568848,1571.50024414,4,7,2,12,1,3,1,5,3,5,9,8,0,6,1,3
H,1606.32336426,1549.94885254,4,7,3,9,1,3,3,3,4,5,20,9,0,6,1,3
D,1659.39794922,1890.88647461,4,4,3,7,2,2,1,5,16,2,3,2,6,0,2,2
A,1664.30786133,1715.31567383,7,9,6,5,2,2,4,2,5,3,2,8,3,2,0,5
A,1668.34301758,1705.75439453,7,9,4,7,2,2,2,4,10,5,4,12,4,2,1,3
H,1906.09924316,1675.18273926,9,15,1,9,4,0,4,2,15,2,8,7,4,2,1,3
A,1677.0057373,1831.16821289,4,5,6,8,1,4,1,4,8,2,3,6,3,2,0,5
H,1730.03271484,1659.07202148,5,5,2,6,3,2,1,4,8,9,7,6,2,3,2,3
H,1675.83337402,1614.24023438,13,2,7,8,3,2,1,4,6,5,4,8,2,3,2,3
H,1551.02905273,1834.56237793,8,6,7,11,2,3,0,5,18,7,6,5,4,1,3,2
H,1588.20837402,1666.75463867,2,7,5,9,0,5,2,3,5,2,4,6,2,3,0,5
A,1547.66772461,1603.45715332,3,6,18,11,0,5,1,4,8,2,5,11,3,2,1,4
H,1720.66113281,1739.88330078,7,8,4,13,3,2,2,3,5,7,4,9,1,4,1,4
H,1786.84790039,1655.2265625,11,4,6,9,2,3,0,5,7,7,8,5,2,3,3,2
A,1629.17199707,1911.08435059,9,5,6,13,3,2,1,4,10,15,1,6,5,0,4,1
A,1651.67932129,1732.37609863,4,8,6,8,1,3,3,3,8,8,4,13,3,2,2,3
A,1613.25561523,1682.65710449,8,3,5,12,3,2,1,4,15,1,8,5,4,2,1,3
H,1847.04638672,1602.05529785,7,6,3,8,2,2,1,5,4,7,4,9,1,4,2,3
D,1731.69714355,1670.60412598,5,7,4,11,1,3,1,5,6,5,8,8,1,4,1,4
D,1610.9453125,1738.69274902,6,4,4,9,2,3,1,4,7,4,2,5,4,2,1,3
H,1656.43652344,1541.39819336,5,2,4,8,2,3,0,5,5,5,21,10,0,6,1,3
H,1653.94067383,1626.73498535,7,9,5,8,2,2,2,4,6,5,7,13,2,3,1,4
H,1823.03930664,1884.33483887,18,6,6,4,4,1,3,2,16,2,6,3,5,1,1,3
H,1917.0501709,1566.08105469,7,17,1,6,4,0,5,1,10,6,8,10,3,3,0,4
D,1673.8939209,1660.49743652,5,6,7,9,1,3,1,5,6,2,3,8,3,2,0,5
D,1695.91503906,1849.10876465,10,4,6,5,3,2,2,3,9,6,4,8,3,2,1,4
H,1742.90649414,1599.99768066,8,8,4,8,3,2,3,2,8,3,8,9,3,3,1,3
A,1792.45336914,1612.93676758,13,2,6,6,3,2,0,5,8,4,6,9,2,3,1,4
A,1616.57641602,1728.40734863,6,4,7,15,2,3,1,4,6,6,5,8,1,4,1,4
H,1876.33532715,1664.09924316,13,2,4,4,4,1,1,4,10,7,5,7,3,2,1,4
H,1564.46765137,1641.14880371,7,6,7,12,2,3,0,5,4,8,8,6,1,4,3,2
H,1599.99291992,1918.66345215,4,7,4,8,1,4,2,3,9,15,1,5,5,0,4,1
A,1537.33728027,1831.03881836,3,6,18,12,0,5,1,4,18,6,4,4,5,0,3,2
A,1626.52612305,1881.29309082,8,6,6,7,2,3,2,3,17,2,4,3,5,1,1,3
H,1626.04052734,1609.99914551,3,8,7,9,1,3,3,3,8,4,8,15,2,3,1,4
H,1659.14135742,1579.57592773,10,6,5,10,3,2,1,4,10,4,7,10,3,3,0,4
H,1904.45568848,1671.8692627,7,15,1,6,4,0,4,2,6,3,8,7,1,4,0,5
A,1835.66052246,1614.20068359,18,9,4,4,5,0,4,1,5,6,4,5,2,4,2,2
D,1823.12304688,1854.21862793,12,9,5,4,4,1,4,1,9,6,4,8,3,2,1,4
H,1600.82666016,1620.79638672,8,3,8,11,2,3,1,4,7,6,12,7,1,4,2,3
D,1596.91125488,1638.78820801,5,3,7,11,2,3,1,4,6,6,7,8,2,3,2,3
H,1700.37768555,1630.31335449,10,4,6,5,3,2,2,3,4,8,3,6,2,3,3,2
H,1749.56811523,1664.30981445,10,6,4,8,4,2,2,2,6,3,3,7,3,2,0,5
H,1576.57189941,1780.65161133,9,4,5,11,3,2,0,5,11,2,7,6,2,3,0,5
A,1736.77233887,1665.72070312,6,6,5,10,1,4,1,4,10,6,3,10,4,1,1,4
D,1910.73876953,1749.5567627,11,12,1,3,5,0,4,1,9,6,1,7,4,1,1,4
A,1539.64453125,1890.59814453,3,4,18,11,0,5,0,5,14,8,4,4,4,1,2,3
A,1667.67614746,1596.54211426,4,2,6,9,1,4,0,5,6,3,8,11,2,3,1,4
H,1759.76879883,1710.13684082,9,9,1,10,4,1,1,4,12,4,7,2,4,2,2,2
A,1615.73010254,1730.09277344,7,3,12,7,1,4,1,4,6,6,6,10,1,4,1,4
D,1660.73608398,1827.11132812,6,3,2,10,3,1,0,6,12,7,5,3,4,2,3,1
D,1643.82421875,1541.47595215,4,7,4,9,2,2,2,4,2,4,15,11,0,5,0,5
D,1681.73400879,1661.08752441,10,2,3,9,4,1,1,4,5,2,7,9,1,4,0,5
H,1629.88793945,1762.47546387,4,7,3,7,2,3,2,3,11,6,3,8,4,2,2,2
H,1875.20874023,1593.03723145,6,6,1,8,3,1,1,5,10,2,5,8,4,2,0,4
H,1773.51989746,1615.2265625,11,2,7,7,2,3,0,5,7,3,6,11,2,3,1,4
H,1898.10046387,1909.86022949,14,9,4,4,4,1,2,3,13,12,4,3,4,1,4,1
A,1741.34399414,1698.81604004,6,8,6,8,1,4,2,3,10,4,6,6,3,2,2,3
D,1663.8861084,1771.08972168,7,2,3,8,3,2,0,5,11,9,1,10,4,1,1,4
A,1615.75268555,1778.14416504,5,7,6,12,2,2,2,4,8,2,7,7,2,3,0,5
A,1879.07751465,1742.31347656,12,6,2,6,4,1,1,4,11,6,3,7,4,2,2,2
D,1823.96142578,1604.47888184,7,8,3,4,3,2,3,2,6,3,13,7,1,4,1,4
D,1663.17834473,1787.2980957,5,2,7,9,1,4,0,5,8,4,7,3,2,3,1,4
D,1606.59887695,1679.64318848,6,7,10,9,2,3,2,3,6,2,3,9,3,2,1,4
H,1903.00671387,1639.62695312,13,10,4,3,4,1,3,2,8,7,8,7,2,3,2,3
A,1760.24108887,1904.95397949,9,8,1,7,4,1,3,2,12,9,4,4,4,1,2,3
H,1589.16845703,1665.34326172,10,3,4,14,4,1,0,5,6,2,4,8,2,3,0,5
D,1545.67333984,1769.63244629,2,6,15,13,0,5,0,5,11,9,1,10,4,1,1,4
A,1610.60229492,1650.04992676,7,3,6,10,2,3,1,4,8,7,3,7,3,2,2,3
H,1730.57629395,1861.14978027,5,8,5,8,1,4,2,3,9,6,4,6,3,2,1,4
H,1843.49047852,1602.36218262,9,7,4,9,3,2,1,4,6,3,6,10,2,3,1,4
H,1765.06726074,1752.3079834,10,9,1,10,3,1,1,5,8,8,2,7,4,1,3,2
H,1912.88708496,1597.93615723,10,11,4,4,3,1,3,3,10,3,3,14,5,0,0,5
H,1611.03369141,1665.2052002,6,6,13,9,1,4,1,4,6,1,8,8,1,5,0,4
D,1656.57568359,1607.18359375,5,2,4,9,1,3,0,6,8,7,12,7,2,4,2,2
H,1636.91772461,1748.2355957,8,5,8,9,2,3,1,4,9,8,6,7,2,4,2,2
H,1785.27111816,1715.57788086,7,5,4,4,2,2,1,5,7,4,7,6,3,2,2,3
A,1679.05847168,1817.40661621,5,4,3,11,2,2,1,5,10,6,6,3,3,3,2,2
H,1658.29003906,1550.23852539,8,8,1,7,3,1,3,3,2,6,15,8,0,6,0,4
H,1709.70385742,1623.64001465,7,4,7,7,3,2,2,3,7,6,12,9,2,3,1,4
H,1744.52709961,1793.77905273,8,8,2,8,4,1,3,2,9,5,4,3,3,2,1,4
A,1597.82470703,1647.92321777,10,4,3,15,5,0,0,5,8,5,8,9,2,3,1,4
D,1626.1776123,1654.98181152,4,5,4,7,2,3,1,4,7,2,6,8,1,4,0,5
H,1674.61584473,1741.81201172,7,4,6,9,2,3,1,4,6,8,6,8,1,4,2,3
H,1637.34350586,1655.23278809,7,3,10,11,1,4,0,5,5,1,8,10,0,5,0,5
H,1915.63232422,1557.0402832,13,11,6,3,4,1,3,2,9,7,11,11,2,3,1,4
A,1663.82531738,1849.2512207,11,7,3,6,4,1,3,2,10,7,5,9,3,2,1,4
H,1775.48205566,1910.77685547,13,9,2,7,4,1,1,4,13,8,4,2,4,1,3,2
H,1856.23010254,1625.35449219,10,8,5,7,3,2,2,3,3,5,5,7,1,4,1,4
A,1648.45849609,1785.76184082,5,1,8,8,0,5,0,5,14,9,1,7,5,0,1,4
H,1859.5098877,1752.40795898,14,8,7,7,4,1,2,3,9,8,3,8,4,1,3,2
H,1900.92687988,1720.2467041,13,3,4,3,4,1,2,3,12,4,4,7,4,1,2,3
D,1613.52685547,1579.62121582,7,6,12,13,2,3,1,4,7,4,6,15,4,1,0,5
A,1556.20739746,1657.06140137,8,9,11,14,1,3,1,5,10,7,4,6,4,1,3,2
H,1666.55639648,1644.54748535,8,7,8,9,2,3,1,4,5,3,10,11,1,4,0,5
D,1786.21435547,1689.21008301,8,6,3,5,3,1,1,5,10,3,6,8,3,3,1,3
D,1728.44689941,1916.89477539,6,6,6,8,1,4,2,3,14,11,7,3,4,1,3,2
D,1656.01977539,1819.18237305,7,2,6,8,1,4,0,5,8,8,5,5,2,4,2,2
H,1914.31494141,1583.1151123,14,12,7,4,4,1,3,2,7,4,6,13,4,1,0,5
D,1782.65551758,1611.55236816,9,6,4,5,3,2,1,4,6,6,12,13,1,4,1,4
H,1694.28833008,1795.32495117,9,4,3,9,3,2,1,4,14,10,1,8,5,0,1,4
H,1634.96374512,1718.14550781,5,3,10,14,1,4,0,5,12,6,4,9,4,1,2,3
D,1667.71264648,1659.45751953,10,7,4,5,4,1,3,2,6,2,5,8,1,4,0,5
A,1732.71582031,1817.26403809,7,6,6,8,1,4,2,3,5,8,5,5,1,4,2,3
D,1749.74499512,1640.41467285,9,5,3,9,4,1,2,3,4,1,7,8,0,5,0,5
A,1547.07556152,1904.54736328,8,6,13,13,1,4,0,5,15,3,6,3,4,1,2,3
H,1828.18237305,1544.89501953,5,9,5,3,1,4,3,2,9,6,13,13,1,4,0,5
H,1645.24047852,1675.58630371,4,1,7,8,0,5,0,5,13,6,8,6,3,3,1,3
H,1703.64819336,1706.8807373,10,6,3,12,3,1,2,4,11,4,3,7,4,2,1,3
H,1906.7277832,1665.54577637,15,4,6,5,4,1,2,3,10,7,6,5,3,2,3,2
D,1617.52502441,1649.46105957,6,6,12,12,1,4,1,4,6,3,6,14,2,3,0,5
D,1581.42858887,1865.95214844,5,5,5,16,3,1,0,6,16,4,7,5,5,1,1,3
D,1661.62438965,1916.00146484,6,4,5,8,1,4,0,5,14,12,5,4,5,0,3,2
A,1623.26403809,1776.68273926,3,6,5,9,1,4,1,4,7,6,4,5,2,3,1,4
D,1782.73242188,1744.91931152,12,10,1,10,4,0,1,5,8,5,4,9,3,2,2,3
H,1857.4798584,1667.42822266,14,4,6,5,4,1,1,4,5,4,5,8,0,5,0,5
H,1542.55371094,1656.16040039,9,7,13,16,1,4,0,5,5,1,6,8,1,4,0,5
A,1666.6784668,1780.51818848,13,6,6,8,3,2,1,4,14,8,3,8,4,1,1,4
H,1696.88330078,1615.65234375,8,4,3,10,3,2,1,4,2,6,7,9,0,5,1,4
A,1662.71789551,1715.65783691,10,6,6,7,3,2,3,2,13,3,3,12,4,1,1,4
A,1731.53710938,1913.16125488,6,7,7,7,1,4,2,3,17,4,6,5,4,1,2,3
D,1909.35632324,1839.78100586,14,13,5,4,5,0,3,2,10,9,6,3,1,4,3,2
H,1747.51647949,1617.36108398,8,5,4,11,3,2,1,4,4,6,10,12,1,4,1,4
H,1781.2076416,1587.87207031,7,9,4,6,2,3,2,3,5,5,5,14,3,2,0,5
A,1843.58544922,1860.08459473,10,7,6,4,1,4,2,3,15,3,6,4,5,1,1,3
H,1792.68041992,1558.31774902,10,11,3,8,3,1,2,4,11,7,11,16,2,3,0,5
A,1724.1517334,1905.55200195,12,5,2,13,4,0,2,4,11,13,6,4,4,1,3,2
A,1918.41833496,1783.7935791,17,6,6,5,4,1,3,2,8,9,3,6,3,2,2,3
A,1613.88928223,1726.2800293,4,4,10,12,1,4,0,5,7,4,9,5,1,5,1,3
D,1611.25158691,1750.98828125,2,6,7,10,0,4,1,5,7,5,4,11,3,2,1,4
H,1664.82336426,1654.51611328,5,3,5,8,0,5,0,5,13,6,9,5,3,3,1,3
D,1640.39648438,1701.28405762,5,2,6,8,1,4,0,5,9,4,3,6,4,2,1,3
A,1585.28613281,1650.19189453,2,6,5,16,2,2,0,6,6,3,5,11,2,3,0,5
H,1874.84094238,1602.67443848,15,5,6,5,5,1,2,2,5,4,9,12,1,4,0,5
D,1646.35583496,1613.93701172,10,6,9,7,2,3,1,4,4,6,9,7,0,5,1,4
H,1702.01611328,1578.08044434,8,5,3,7,3,2,1,4,3,6,7,15,2,3,0,5
A,1658.73120117,1839.63916016,6,5,5,9,2,3,1,4,10,7,6,4,1,4,2,3
D,1649.03271484,1796.2244873,10,4,8,7,2,3,2,3,13,7,4,4,4,1,2,3
D,1726.81091309,1674.31738281,7,9,8,7,1,4,2,3,7,3,5,5,1,5,0,4
A,1758.99633789,1908.95849609,4,7,4,13,2,2,1,5,15,6,9,5,3,2,3,2
D,1556.10742188,1719.64221191,11,7,11,18,2,3,0,5,11,5,3,13,3,1,2,4
H,1792.80102539,1640.99804688,8,12,3,7,3,2,3,2,6,2,7,8,1,4,0,5
H,1716.59399414,1636.08654785,11,7,3,11,3,1,2,4,5,2,5,10,1,3,0,6
H,1723.83422852,1616.46398926,7,6,8,7,1,5,1,3,4,8,7,9,0,4,1,5
H,1918.53857422,1677.29406738,11,9,5,5,3,1,4,2,6,3,4,5,1,4,0,5
H,1599.68249512,1846.51062012,5,5,9,14,1,4,0,5,10,10,6,5,1,3,3,3
H,1643.82885742,1651.56323242,12,5,11,6,2,4,1,3,12,3,10,5,2,4,2,2
A,1797.71252441,1877.83300781,8,12,3,7,3,2,3,2,13,5,6,5,5,1,2,2
A,1705.87231445,1912.44226074,11,4,5,7,4,2,0,4,14,7,6,4,5,1,2,2
H,1651.85974121,1559.15563965,7,4,8,7,2,4,1,3,13,6,13,14,2,4,0,4
D,1574.22424316,1793.69396973,2,8,7,18,1,3,0,6,9,9,4,6,3,1,2,4
H,1808.86547852,1568.76647949,10,9,6,5,1,3,3,3,3,7,8,12,1,4,0,5
D,1621.42407227,1602.41674805,5,2,5,11,1,3,0,6,6,5,6,14,2,3,0,5
H,1892.56652832,1640.88598633,13,9,6,5,4,1,3,2,10,5,8,6,3,3,1,3
D,1602.35168457,1711.64758301,4,8,7,8,0,4,1,5,12,6,3,11,4,1,1,4
H,1634.89709473,1649.8404541,8,4,10,7,1,4,2,3,10,4,8,7,3,3,1,3
A,1872.18017578,1913.68798828,13,9,4,7,5,0,3,2,15,9,7,4,4,1,4,1
D,1779.54284668,1724.12976074,9,9,4,6,3,1,2,4,8,6,7,7,2,4,1,3
H,1742.39123535,1691.82507324,4,6,7,10,2,3,0,5,12,4,7,7,4,2,0,4
A,1541.56604004,1770.75585938,9,7,10,18,1,4,0,5,10,8,7,6,3,3,2,2
D,1710.20068359,1776.39440918,10,9,2,14,3,1,1,5,11,9,6,6,3,2,2,3
H,1921.96691895,1810.94458008,13,12,7,6,3,1,5,1,8,9,3,5,2,2,3,3
H,1604.6159668,1662.86193848,6,3,6,12,2,3,0,5,5,5,3,8,1,4,0,5
D,1638.92907715,1863.90124512,10,5,8,5,3,3,1,3,15,8,7,3,5,1,3,1
A,1774.64904785,1641.75561523,10,9,7,6,3,3,3,1,10,3,11,7,2,4,1,3
D,1642.98193359,1894.5234375,10,3,8,6,3,3,1,3,14,7,6,5,5,1,2,2
D,1727.27819824,1747.76269531,4,8,6,9,1,4,1,4,6,6,6,10,3,2,0,5
D,1566.68737793,1603.79870605,2,7,8,13,0,4,0,6,7,8,10,8,0,5,1,4
H,1686.45361328,1537.67285156,12,3,7,7,4,2,0,4,10,5,12,16,1,5,0,4
D,1811.16223145,1711.32263184,8,7,3,5,2,2,2,4,12,9,4,12,3,2,1,4
A,1630.99914551,1933.71838379,5,3,5,9,1,3,1,5,15,11,8,6,4,1,4,1
D,1605.28759766,1613.57348633,7,9,9,9,0,4,1,5,5,3,6,12,2,3,0,5
D,1533.8392334,1644.27624512,9,5,10,18,1,4,0,5,10,5,9,5,2,4,1,3
H,1655.61474609,1566.90881348,3,5,1,9,1,3,0,6,3,5,9,10,0,5,0,5
A,1655.3145752,1691.99755859,7,4,9,7,1,4,2,3,12,3,4,7,5,1,0,4
D,1866.68981934,1720.56835938,13,9,6,4,4,1,3,2,5,8,7,8,1,5,1,3
H,1883.83361816,1763.98901367,11,7,4,5,4,1,2,3,8,9,8,6,2,4,3,1
